Type avion,Compagnie,Nombre de mouvements réalisés,Nombre de vol atterris décollés,Nombre de passagers max réalisés,Nombre de passagers réalisés moyen
340,AMBASSADE THAILANDE,2,2,100,50.0
340,ASL AIRLINES FRANCE,2,2,252,213.5
340,AZAL AZERBAIJAN AIRL,36,36,226,82.41666666666667
340,BLUE 1 OY,2,2,248,124.0
340,CAMAIR-CO,16,16,230,71.6875
340,CATHAY PACIFIC AIRWA,1326,1326,283,237.31674208144796
340,CORSAIR INTL,470,470,380,251.05957446808512
340,COTAM,2966,2966,402,83.87896156439649
340,CUBANA,76,76,440,161.1315789473684
340,EDELWEISS AIR,1,1,0,0.0
340,EL AL,26,26,262,187.07692307692307
340,EMIRATES,4,4,76,51.75
340,ETIHAD AIRWAYS,5320,5320,319,253.75263157894736
340,FINNAIR,2,2,185,152.0
340,FORCE AERIENNE EGYPT,2,2,0,0.0
340,FRENCH BEE,2,2,265,132.5
340,FRENCH BLUE,6,6,300,195.5
340,GERMAN AIR FORCE,10,10,94,13.4
340,GLOBAL JET IOM LTD,2,2,6,3.0
340,HI FLY,30,30,213,66.2
340,HI FLY MALTA,14,14,301,42.92857142857143
340,IBERIA,118,118,348,251.5593220338983
340,ICELANDAIR,1,1,0,0.0
340,JETAIRFLY,7,7,284,125.71428571428571
340,KUWAIT AIRWAYS,601,601,267,140.31946755407654
340,LA COMPAGNIE,2,2,68,34.0
340,LUFTHANSA,6,6,384,102.83333333333333
340,MAHAN AIRLINES,852,852,308,166.28169014084506
340,NORWEGIAN AIR INTERN,1,1,0,0.0
340,NORWEGIAN.NO,118,118,284,231.9406779661017
340,NOVAIR,1,1,0,0.0
340,OPENSKIES,16,16,266,143.875
340,PHILIPPINE AIR LINES,2,2,0,0.0
340,PLUS ULTRA LINEAS AE,20,20,35,1.75
340,QATAR AIRWAYS,5756,5756,475,246.08425990271022
340,QATAR AMIRI FLIGHT,220,220,49,11.245454545454546
340,QATAR EXECUTIVE,71,71,51,8.19718309859155
340,ROYAL AIR MAROC,23,23,295,155.7391304347826
340,ROYAL JORDANIAN,12,12,259,165.5
340,SAUDIA,6,6,31,5.166666666666667
340,SCANDINAVIAN,10,10,208,187.2
340,SMALL PLANET AIR,7,7,180,124.0
340,SMALL PLANET AIRLINE,1,1,0,0.0
340,SRILANKAN AIRLINES,10,10,296,244.5
340,SURINAM AIRWAYS,40,40,0,0.0
340,SWISS INTL AIR LINES,18,18,222,184.27777777777777
340,TAP PORTUGAL,14,14,250,160.35714285714286
340,THAI AIRWAYS INTL,2,2,0,0.0
340,TRANSAVIA.COM,17,17,300,140.1764705882353
340,TUI FLY BELGIUM,2,2,234,117.0
340,TUNIS AIR,140,140,295,151.17142857142858
340,TURK HAVA YOLLARI,6,6,268,237.5
340,UNIVERSAL AIRWAYS IN,4,4,35,8.75
340,VUELING AIRLINES SA,4,4,180,64.25
340,WOW AIR,2,2,288,287.0
340,XL AIRWAYS FRANCE,95,95,356,257.2842105263158
350,AIR CARAIBES ATLANTI,2,2,0,0.0
350,AIR CARAIBES S.A.,2356,2356,431,360.33658743633276
350,AIR MAURITIUS,792,792,330,299.69823232323233
350,AIRBUS SAS,16,16,211,50.3125
350,CATHAY PACIFIC AIRWA,742,742,285,234.46226415094338
350,ETHIOPIAN AIRLINES,88,88,341,272.1931818181818
350,FINNAIR,2,2,197,190.0
350,FRENCH BEE,608,608,411,336.67269736842104
350,FRENCH BLUE,184,184,409,332.1576086956522
350,IBERIA,26,26,348,257.84615384615387
350,LATAM AIRLINES GROUP,68,68,339,297.19117647058823
350,QATAR AIRWAYS,1044,1044,285,221.65613026819923
350,TAM LINHAS AEREAS S.,372,372,339,304.0241935483871
350,TAM LINHAS AEREAS SA,380,380,339,313.87894736842105
350,VIETNAM AIRLINES,3282,3282,358,263.62187690432665
380,AIR AUSTRAL,19,19,466,309.63157894736844
380,AIR FRANCE,29879,29879,534,450.77730178386156
380,CHINA SOUTHERN AIR,2,2,538,269.0
380,EMIRATES,12394,12394,615,442.69194771663706
380,ETIHAD AIRWAYS,1017,1017,497,377.19567354965585
380,HI FLY MALTA,1,1,0,0.0
380,KOREAN AIR LINES CO,3492,3492,429,341.0598510882016
380,MALAYSIA AIRLINES,1782,1782,490,392.5465768799102
380,QATAR AIRWAYS,3880,3880,519,407.5556701030928
380,SINGAPORE AIRLINES,4628,4628,468,333.46931719965426
380,THAI AIRWAYS INTL,3980,3980,650,399.63341708542714
400,COTAM,6,6,18,3.0
400,TURKISH AIR FORCE,4,4,0,0.0
707,AMBASSADE CONGO (REP,4,4,0,0.0
707,FORCE AERIENNE ISRAE,2,2,0,0.0
717,SCANDINAVIAN,396,396,122,98.54797979797979
717,VOLOTEA,204,204,130,59.51470588235294
727,AIR BERLIN INC,14,14,176,139.14285714285714
727,AMBASSADE AFRIQUE DU,1,1,12,12.0
727,AMBASSADE COTE D'IVO,2,2,0,0.0
727,AMBASSADE GAMBIE,4,4,0,0.0
727,AMBASSADE MALI,2,2,5,5.0
727,MALIBU CONSULTING CO,2,2,2,2.0
727,PRESIDENCE DE LA REP,2,2,0,0.0
727,SOUTH AFRICAN AIR FO,3,3,12,4.0
737,2EXCEL AVIATION,2,2,59,29.5
737,ADRIA AIRWAYS,5,5,137,68.2
737,AEGEAN  AIRLINES,14,14,167,128.35714285714286
737,AER LINGUS,4,4,130,129.0
737,AEROFLOT,98,98,158,107.83673469387755
737,AFRIQIYAH AIRWAYS,2,2,96,86.5
737,AIGLE AZUR,311,311,189,93.65594855305466
737,AIR ALGERIE,46939,46939,215,107.17940305502887
737,AIR ARABIA MAROC,2,2,0,0.0
737,AIR ARMENIA Joint-St,12,12,106,67.75
737,AIR ATLANTA ICELAND,1,1,0,0.0
737,AIR BALTIC,8148,8148,147,94.54896907216495
737,AIR BERLIN INC,4220,4220,189,123.69478672985782
737,AIR BUCHAREST,4,4,123,56.75
737,AIR CAIRO,98,98,182,157.1326530612245
737,AIR CARAIBES S.A.,4,4,142,70.75
737,AIR CHINA,2,2,47,47.0
737,AIR CONTRACTORS LTD,22,22,151,40.40909090909091
737,AIR CORSICA,132,132,189,40.97727272727273
737,AIR EUROPA,43764,43764,290,149.00562105840416
737,AIR FRANCE,410,410,203,111.06341463414634
737,AIR HORIZONT LDT,23,23,168,77.73913043478261
737,AIR ITALY SPA,1,1,0,0.0
737,AIR LITUANICA,24,24,75,47.666666666666664
737,AIR MALTA PLC,26,26,173,127.53846153846153
737,AIR MEDITERRANEAN S,166,166,168,137.69277108433735
737,AIR MEDITERRANEE,3482,3482,204,90.0120620333142
737,AIR MEMPHIS,2,2,185,140.0
737,AIR NOSTRUM L.A.M.,2,2,89,80.5
737,AIR POLAND,4,4,180,128.5
737,AIR SAINT PIERRE,15,15,150,100.4
737,AIR SERBIA,238,238,144,88.56302521008404
737,AIR TRANSAT,34,34,1,0.029411764705882353
737,AIR X CHARTER LTD,98,98,130,29.193877551020407
737,AIREXPLORE s.r.o.,91,91,184,76.49450549450549
737,ALBA STAR,148,148,186,82.73648648648648
737,ALITALIA,2,2,154,77.0
737,ALK AIRLINES,2,2,139,138.5
737,AMBASSADE CHINE,1,1,40,40.0
737,AMBASSADE ETATS-UNIS,14,14,0,0.0
737,AMBASSADE IRAK,7,7,0,0.0
737,AMBASSADE MALI,4,4,102,32.0
737,AMBASSADE NIGER,24,24,39,2.4583333333333335
737,AMBASSADE TCHAD,2,2,0,0.0
737,AMBASSADE TUNISIE,6,6,38,12.666666666666666
737,AMC AIRLINES,278,278,189,149.6294964028777
737,ARABASCO AIR SERVICE,2,2,27,13.5
737,ARIK AIR LTD,2,2,89,85.5
737,ARKEFLY,12,12,175,59.333333333333336
737,ARKIA ISRAELI AIRLIN,486,486,189,148.25925925925927
737,ARMAVIA,98,98,99,47.755102040816325
737,ASL AIRLINES BELGIUM,18,18,0,0.0
737,ASL AIRLINES FRANCE,5726,5726,154,78.99126179657462
737,ASL AIRLINES LIMITED,19,19,148,78.15789473684211
737,ASL AIRLINES SWITZER,1,1,0,0.0
737,ASTRA AIRLINES,70,70,179,146.77142857142857
737,ATLANTIC AIRLINES LT,17,17,0,0.0
737,ATLASGLOBAL,6,6,182,153.5
737,AURELA CO. LTD,1,1,0,0.0
737,AUSTRIAN AIRLINES,626,626,183,149.8626198083067
737,BEIJING AIRLINES,3,3,23,15.333333333333334
737,BELAVIA,2076,2076,188,77.43015414258188
737,BLUE AIR AIRLINE MAN,114,114,183,90.1842105263158
737,BLUE AIR AVIATION S.,208,208,187,94.78846153846153
737,BLUE AIR TRANSPORT,8,8,129,45.0
737,BLUE PANORAMA ARLNS,17,17,189,52.11764705882353
737,BMI REGIONAL,4,4,43,33.5
737,BMIBABY,416,416,144,84.67788461538461
737,BRUSSELS AIRLINES,1296,1296,162,77.55401234567901
737,BULGARIA AIR  EAD,22,22,148,118.81818181818181
737,CALIMA DE AVIACION,3,3,0,0.0
737,CAMAIR-CO,358,358,211,68.87988826815642
737,CANJET AIRLINES,3,3,0,0.0
737,CELLO AVIATION LTD,14,14,50,7.142857142857143
737,CENTRAL CHARTER AIR,13,13,177,97.84615384615384
737,CITYJET,2,2,80,40.0
737,COBALT AIR,10,10,136,76.4
737,CONDOR FLUGDIENST GM,4,4,0,0.0
737,CORENDON AIRLINES,173,173,189,125.73410404624278
737,CORENDON AIRLINES EU,16,16,179,111.9375
737,CORENDON DUTCH AIR,43,43,189,87.02325581395348
737,CORSAIR INTL,327,327,288,151.80733944954127
737,CROATIA AIRLINES,16,16,146,105.0625
737,CZECH AIRLINES,2178,2178,210,131.39485766758494
737,DARWIN AIRLINE,4,4,52,39.25
737,DONAVIA JSC,6,6,154,95.5
737,DUBAI AIR WING,4,4,4,1.0
737,EGYPTAIR,882,882,189,105.35600907029479
737,EL AL,6951,6951,189,135.09365558912387
737,ENTER AIR,6926,6926,194,124.90889402252382
737,EQUATORIAL CONGO,7,7,44,39.142857142857146
737,ESTONIAN AIR,54,54,118,96.11111111111111
737,ETHIOPIAN AIRLINES,30,30,153,23.2
737,EURO ATLANTIC AIRWAY,2,2,115,57.5
737,EUROPE AIRPOST,4404,4404,189,60.07788374205268
737,EUROPEAN AIR TRANSPO,529,529,0,0.0
737,EUROWINGS AG,168,168,180,117.0
737,EVELOP AIRLINES S.L,4,4,177,44.25
737,EXPRESS AIR CARGO,310,310,1,0.0032258064516129032
737,FARNAIR HUNGARY KFT.,2,2,0,0.0
737,FINNAIR,4,4,125,93.25
737,FLY EGYPT,208,208,188,160.45673076923077
737,FLY ONE S.R.L,8,8,147,115.875
737,FORCE AERIENNE COLOM,4,4,0,0.0
737,FORCE AERIENNE MAROC,26,26,5,0.34615384615384615
737,FORCE AERIENNE NIGER,4,4,0,0.0
737,FORCE AERIENNE PEROU,22,22,30,3.5
737,FUERZA AEREA,6,6,39,13.0
737,GAIN JET AVIATION S.,44,44,173,22.431818181818183
737,GAZPROMAVIA,14,14,120,55.42857142857143
737,GEORGIAN AIRWAYS,390,390,157,63.52307692307692
737,GERMANIA FLUGGESELLS,60,60,148,64.01666666666667
737,GERMANWINGS GMBH,198,198,180,130.46969696969697
737,GLOBAL JET AUSTRIA,2,2,4,2.0
737,GO2SKY,65,65,176,72.95384615384616
737,HANWHA WHEMICAL CORP,4,4,0,0.0
737,HERMES AIRLINES,195,195,133,61.4974358974359
737,HOP!,5,5,0,0.0
737,ICELANDAIR,258,258,162,135.85658914728683
737,IRAQI AIRWAYS,1,1,0,0.0
737,ISRAIR AIRLINES,21,21,184,124.95238095238095
737,JAT AIRWAYS,1656,1656,149,99.86111111111111
737,JET AVIATION BUSINES,2,2,2,1.0
737,JET TIME A/S,26,26,176,57.61538461538461
737,JET2.COM LIMITED,4611,4611,189,108.72392105833876
737,JET4YOU,581,581,190,148.21514629948365
737,JETAIRFLY,12081,12081,197,155.8082940153961
737,JETEX FLT SUPPORT,4,4,55,26.75
737,KENYA AIRWAYS,2,2,35,27.5
737,KLM,26373,26373,238,136.36749706138855
737,KUBAN AIRLINES,4,4,120,78.0
737,LONGTAIL AVIATION LT,2,2,0,0.0
737,LOT,2183,2183,186,131.8891433806688
737,LUFTHANSA,8384,8384,139,81.81357347328245
737,LUXAIR,281,281,190,68.355871886121
737,MALETH-AERO AOC LTD,99,99,150,53.01010101010101
737,MALEV,190,190,179,91.89473684210526
737,MAURITANIA AIRLINES,290,290,160,41.210344827586205
737,MERIDIANA SPA,492,492,186,104.42479674796748
737,MID EAST JET INC,2,2,0,0.0
737,MISTRAL AIR SRL,72,72,168,77.79166666666667
737,MNG AIRLINES,2,2,0,0.0
737,MONARCH AIRLINES LTD,1,1,0,0.0
737,MONTENEGRO AIRLINES,90,90,125,90.72222222222223
737,NATIONAL AIR SERVIC,6,6,25,6.666666666666667
737,NEOS SPA,138,138,186,82.93478260869566
737,NEW LIVINGSTON,4,4,0,0.0
737,NIKI LUFTFAHRT GMBH,2,2,174,163.0
737,NORWEGIAN AIR INTERN,1901,1901,192,166.14308258811153
737,NORWEGIAN.NO,14418,14418,238,151.56207518379804
737,NOUVEL AIR TUNISIE,19,19,184,128.94736842105263
737,NOVAIR,4,4,0,0.0
737,ONUR AIR TASIMACILIK,6,6,197,159.0
737,PACIFIC SKY AVIATION,2,2,2,2.0
737,PEGASUS AIRLINES,7318,7318,194,147.48469527193222
737,PETROFF AIR,4,4,2,0.5
737,PJSC AEROFLOT,366,366,159,123.66120218579235
737,PRIMERA AIR,376,376,193,143.35638297872342
737,PRIMERA AIR NORDIC,809,809,193,133.66501854140915
737,PRIVAJET LTD,2,2,7,7.0
737,PRIVATAIR,5,5,0,0.0
737,ROSSIYA,184,184,189,105.0
737,ROYAL AIR MAROC,65480,65480,188,120.17871105681124
737,ROYAL JET LLC,14,14,8,0.5714285714285714
737,SAFAIR (PTY) LTD,1,1,0,0.0
737,SATA INTERNACIONAL,13,13,186,86.3076923076923
737,SAUDIA,4,4,6,1.5
737,SAYEGH  AVIATION EU,2,2,125,124.0
737,SCANDINAVIAN,21136,21136,185,109.11837623012869
737,SKY AIRLINES,170,170,214,164.1235294117647
737,SMALL PLANET,4,4,147,73.5
737,SMALL PLANET AIR,70,70,179,84.92857142857143
737,SMALL PLANET AIRLINE,239,239,179,100.92887029288703
737,SMALL PLANET GERMANY,2,2,0,0.0
737,SMART AVIATION COMP,2,2,141,70.5
737,SMARTLYNX AIRLINES,18,18,179,108.16666666666667
737,SMARTLYNX ESTONIA,12,12,179,66.41666666666667
737,SMARTWINGS,2076,2076,193,128.27456647398844
737,STAR AIR AS,2,2,0,0.0
737,SUN EXPRESS GERMANY,18,18,184,52.611111111111114
737,SUNEXPRESS,832,832,192,156.98557692307693
737,SUNWING AIRLINES,1,1,0,0.0
737,SWISS INTL AIR LINES,6,6,119,95.5
737,SYPHAX AIRLINES,3,3,148,145.66666666666666
737,TACV,322,322,189,74.18012422360249
737,TAILWIND HAVAYOLLARI,60,60,188,110.53333333333333
737,TAP PORTUGAL,20,20,185,138.6
737,TAROM,5392,5392,882,93.29543768545994
737,TASSILI AIRLINES SPA,1412,1412,189,91.30736543909349
737,THOMAS COOK AIRLINES,2,2,0,0.0
737,THOMAS COOK BELGIUM,3,3,0,0.0
737,THOMAS COOK SCANDINA,6,6,0,0.0
737,THOMSONFLY,26,26,190,72.03846153846153
737,TITAN AIRWAYS LTD,24,24,130,54.916666666666664
737,TNT AIRWAYS,379,379,0,0.0
737,TRADE AIR D.O.O.,4,4,136,59.0
737,TRANSAERO AIRLINES,1906,1906,158,109.31794333683106
737,TRANSAVIA HOLLAND BV,1809,1809,193,144.1525704809287
737,TRANSAVIA.COM,137021,137021,267,158.46414053320294
737,TRAVEL SERVICE,8575,8575,203,115.05072886297376
737,TRAVEL SERVICE A.S.,4,4,166,94.0
737,TRAVEL SERVICE POLSK,5,5,148,55.4
737,TRAVEL SERVICE SLOVE,1,1,0,0.0
737,TUI FLY BELGIUM,8787,8787,312,146.5734607943553
737,TUIFLY GMBH,49,49,185,56.183673469387756
737,TUIFLY NORDIC AB,6,6,162,27.0
737,TUNIS AIR,6940,6940,186,90.29798270893372
737,TUNISAIR EXPRESS,50,50,119,63.68
737,TURK HAVA YOLLARI,5870,5870,188,123.9495741056218
737,TURKMENISTAN RLINES,576,576,186,67.22569444444444
737,UKRAINE INTL AIRLINE,7135,7135,212,136.9323055360897
737,UNIVERSAL AIRWAYS IN,10,10,4,0.9
737,VUELING AIRLINES SA,33,33,180,127.18181818181819
737,WELLS FARGO EQPT,1,1,0,0.0
737,WESTJET CANADA,298,298,175,156.1275167785235
737,WHITE S.A,26,26,180,125.11538461538461
737,WIND ROSE,2,2,106,53.0
737,WOW AIR,4,4,167,64.5
737,XL AIRWAYS FRANCE,5454,5454,202,138.77942794279429
737,YAKUTIA AIRLINES,20,20,167,98.15
73F,AIR CONTRACTORS LTD,1,1,0,0.0
73F,AIR MEDITERRANEE,2,2,119,115.5
73F,ASL AIRLINES BELGIUM,761,761,0,0.0
73F,ASL AIRLINES FRANCE,4067,4067,0,0.0
73F,ASL AIRLINES HUNGARY,2,2,0,0.0
73F,ASL AIRLINES LIMITED,2,2,0,0.0
73F,ATLANTIC AIRLINES LT,887,887,0,0.0
73F,BLUEBIRD CARGO,3,3,0,0.0
73F,CARGO AIR LTD,2,2,0,0.0
73F,EUROPE AIRPOST,6812,6812,147,3.069289489136817
73F,EUROPEAN AIR TRANSPO,5564,5564,0,0.0
73F,EXPRESS AIR CARGO,380,380,0,0.0
73F,FARNAIR HUNGARY KFT.,2,2,0,0.0
73F,MNG AIRLINES,4,4,0,0.0
73F,ROYAL AIR MAROC,160,160,0,0.0
73F,SAFAIR (PTY) LTD,6,6,0,0.0
73F,TITAN AIRWAYS LTD,2,2,0,0.0
73F,TNT AIRWAYS,1827,1827,0,0.0
73F,WEST AIR SWEDEN AB,812,812,0,0.0
73F,WEST ATLANTIC UK LTD,1148,1148,3,0.10365853658536585
73F,XL AIRWAYS FRANCE,2,2,134,85.0
73M,AIGLE AZUR,139,139,152,109.72661870503597
73M,AIR ALGERIE,268,268,118,38.264925373134325
73M,AIR AUSTRAL,2,2,0,0.0
73M,AIR BERLIN INC,52,52,186,131.44230769230768
73M,AIR CONTRACTORS LTD,7,7,0,0.0
73M,AIR CORSICA,108,108,150,84.41666666666667
73M,AIR FRANCE,24,24,147,123.625
73M,AIR MEDITERRANEE,14,14,191,125.78571428571429
73M,ASL AIRLINES BELGIUM,741,741,3,0.06882591093117409
73M,ASL AIRLINES FRANCE,6509,6509,195,34.0351820556153
73M,ASL AIRLINES LIMITED,6,6,0,0.0
73M,ASL AIRLINES SWITZER,1,1,0,0.0
73M,ATLANTIC AIRLINES LT,16,16,0,0.0
73M,BRUSSELS AIRLINES,1497,1497,120,86.6432865731463
73M,EUROPE AIRPOST,14077,14077,150,27.725438658805142
73M,FARNAIR SWITZERLAND,2,2,0,0.0
73M,HERMES AIRLINES,2,2,0,0.0
73M,JETAIRFLY,1,1,0,0.0
73M,MISTRAL AIR SRL,1,1,0,0.0
73M,SCANDINAVIAN,8,8,127,98.875
73M,SIAVIA D.O.O,2,2,150,75.0
73M,TAG AVIATION SA,1,1,0,0.0
73M,TNT AIRWAYS,1098,1098,0,0.0
73M,TRANSAVIA.COM,6,6,118,38.0
73M,TUNIS AIR,16,16,147,75.1875
73M,UPS UNITED PARCEL SE,1,1,0,0.0
73M,VOLOTEA,2,2,1,0.5
73M,WOW AIR,4,4,134,57.75
73M,XL AIRWAYS FRANCE,242,242,147,115.10330578512396
747,AIR ATLANTA ICELAND,2,2,259,159.5
747,AIR AUSTRAL,22,22,479,311.04545454545456
747,AIR CARAIBES S.A.,79,79,472,198.30379746835442
747,AIR CHINA,6,6,150,25.0
747,AIR CORSICA,2,2,393,333.5
747,AIR FRANCE,11962,11962,532,374.85412138438386
747,AIR INDIA,10,10,65,36.6
747,AIR TAHITI NUI,4,4,451,213.0
747,AMBASSADE ARABIE SAO,4,4,0,0.0
747,AMBASSADE BRESIL,2,2,0,0.0
747,AMBASSADE BRUNEI,2,2,60,30.0
747,AMBASSADE CHINE,2,2,0,0.0
747,AMBASSADE COREE SUD,4,4,180,90.0
747,AMBASSADE ETATS-UNIS,8,8,41,10.25
747,AMBASSADE JAPON,21,21,93,15.523809523809524
747,AMBASSADE MAROC,4,4,50,12.5
747,AMBASSADE OMAN,14,14,4,0.2857142857142857
747,AMBASSADE TURQUIE,2,2,82,41.0
747,ARKEFLY,2,2,0,0.0
747,BAHRAIN AMIRI FLIGHT,74,74,48,2.8378378378378377
747,BRITISH AIRWAYS,4,4,256,220.5
747,CARGOLUX AIRLINES IN,2,2,0,0.0
747,CATHAY PACIFIC AIRWA,899,899,381,225.77085650723026
747,CONDOR FLUGDIENST GM,1,1,0,0.0
747,CORSAIR INTL,10145,10145,598,440.4439625431247
747,DELTA AIR LINES,448,448,612,318.10267857142856
747,EL AL,1150,1150,462,317.3782608695652
747,FORCE AERIENNE MAROC,56,56,90,5.482142857142857
747,FRENCH BEE,4,4,364,170.5
747,JAPAN AIRLINES,4,4,0,0.0
747,KALITTA AIR INC.,2,2,0,0.0
747,KOREAN AIR LINES CO,914,914,372,277.8533916849015
747,LUFTHANSA,2,2,434,217.0
747,MONARCH AIRLINES LTD,2,2,0,0.0
747,NORWEGIAN.NO,40,40,409,205.225
747,PULLMANTUR AIR S.A.,116,116,529,302.1551724137931
747,QATAR AMIRI FLIGHT,44,44,46,15.727272727272727
747,QATAR EXECUTIVE,16,16,21,11.1875
747,ROSSIYA,4,4,363,264.25
747,ROYAL AIR MAROC,604,604,541,287.1225165562914
747,SAUDIA,12,12,29,2.4166666666666665
747,SURINAM AIRWAYS,1,1,0,0.0
747,THAI AIRWAYS INTL,10,10,374,336.3
747,TRANSAERO AIRLINES,20,20,509,252.75
747,TRANSAVIA.COM,14,14,574,349.7857142857143
747,UNIVERSAL AIRWAYS IN,4,4,0,0.0
747,US AIRFORCE,2,2,0,0.0
747,WAMOS AIR,79,79,527,233.9493670886076
747,WORLDWIDE AIRCRAFT H,2,2,18,9.0
747,XL AIRWAYS FRANCE,31,31,507,197.58064516129033
747,YEMENIA,6,6,15,2.5
74F,AIR CHINA CARGO,10,10,0,0.0
74F,AIR FRANCE,2868,2868,8,0.5146443514644351
74F,AIRBRIDGE CARGO AIRL,2262,2262,1,0.0008841732979664014
74F,ASL AIRLINES BELGIUM,8,8,0,0.0
74F,ATLAS AIR INC,4,4,0,0.0
74F,BRITISH AIRWAYS,6,6,0,0.0
74F,CAL CARGO AIR LINES,4,4,0,0.0
74F,CARGOLUX AIRLINES IN,6,6,0,0.0
74F,CATHAY PACIFIC AIRWA,1476,1476,1,0.0006775067750677507
74F,CENTURION AIR CARGO,1,1,0,0.0
74F,CHINA CARGO AIRLINES,8,8,0,0.0
74F,DUBAI AIR WING,26,26,0,0.0
74F,EL AL,2,2,0,0.0
74F,KOREAN AIR LINES CO,205,205,0,0.0
74F,QATAR AIRWAYS,16,16,0,0.0
74F,SAUDIA,106,106,0,0.0
74F,SILK WAY WEST AIRLIN,4,4,0,0.0
74F,SINGAPORE AIRLINES,70,70,405,350.9428571428571
